题目1: 817.0÷344.0+544.0=
题目2581: 870.0+754.0=
题目2582: 910.0×522.0+532.0=
题目2583: 951.0+812.0×200.0=
题目2584: 331.0×665.0=
题目2585: 552.0+70.0+74.0=
题目2586: 944.0×947.0=
题目2587: 949.0÷924.0=
题目2588: 275.0+684.0-726.0=
题目2589: 797.0÷530.0+710.0=
题目2590: 701.0-141.0=
题目2591: 848.0+106.0÷368.0+237.0=
题目2592: 418.0+64.0-317.0=
题目2593: 194.0×621.0=
题目2594: 317.0×72.0+834.0=
题目2595: 566.0-83.0=
题目2596: 871.0×405.0÷236.0=
题目2597: 174.0-57.0+479.0=
题目2598: 566.0÷271.0=
题目2599: 126.0×947.0+614.0=
题目2600: 548.0×842.0×988.0=
题目2601: 607.0÷868.0=
题目2602: 945.0×543.0+171.0=
题目2603: 439.0+349.0=
题目2604: 151.0×457.0=
题目2605: (174.0-122.0)÷271.0=
题目2606: 517.0-150.0=
题目2607: 629.0×474.0=
题目2608: 203.0+371.0÷817.0=
题目2609: 291.0×51.0=
题目2610: 265.0-216.0=
题目2611: 496.0+548.0=
题目2612: 698.0÷50.0÷794.0=
题目2613: 181.0+405.0=
题目2614: 829.0÷223.0=
题目2615: 137.0÷193.0=
题目2616: 395.0+280.0÷984.0×860.0=
题目2617: 313.0×893.0÷560.0=
题目2618: 148.0÷779.0÷466.0=
题目2619: 149.0÷280.0=
题目2620: 728.0-650.0=
题目2621: 486.0+37.0+87.0=
题目2622: 827.0-546.0+538.0=
题目2623: (536.0-416.0)×752.0=
题目2624: 266.0÷703.0+450.0=
题目2625: (322.0-318.0)×607.0=
题目2626: 310.0×456.0=
题目2627: 871.0+396.0÷653.0=
题目2628: 790.0-403.0=
题目2629: (885.0-749.0)÷280.0=
题目2630: 537.0-45.0-392.0=
题目2631: 943.0+164.0=
题目2632: 251.0×721.0+900.0=
题目2633: 360.0+98.0×856.0+601.0=
题目2634: 2.0÷117.0÷592.0=
题目2635: 217.0×113.0+938.0=
题目2636: 553.0+516.0÷683.0-385.0=
题目2637: 699.0+957.0=
题目2638: (680.0-17.0)÷217.0=
题目2639: 946.0÷9.0×686.0=
题目2640: 312.0+526.0×973.0+503.0=
题目2641: 844.0+935.0+577.0=
题目2642: 408.0÷776.0=
题目2643: (767.0-448.0)×29.0=
题目2644: 887.0+227.0÷921.0+501.0=
题目2645: 500.0×439.0+375.0=
题目2646: 366.0+194.0-175.0=
题目2647: 133.0+779.0-24.0=
题目2648: 59.0×585.0=
题目2649: 912.0+679.0÷483.0×204.0=
题目2650: (411.0-221.0)×77.0=
题目2651: 947.0×628.0=
题目2652: 522.0-217.0=
题目2653: 797.0×707.0=
题目2654: 472.0+100.0=
题目2655: 154.0×402.0=
题目2656: 942.0÷337.0×410.0=
题目2657: 74.0÷745.0=
题目2658: 479.0+757.0-37.0=
题目2659: 376.0+781.0=
题目2660: 230.0×765.0÷160.0=
题目2661: 545.0-38.0=
题目2662: 582.0+884.0-872.0=
题目2663: 883.0+734.0=
题目2664: 422.0÷934.0=
题目2665: 245.0+546.0÷200.0=
题目2666: 784.0+419.0=
题目2667: 963.0-656.0-42.0=
题目2668: 410.0+471.0÷459.0-396.0=
题目2669: 84.0÷459.0+766.0=
题目2670: 166.0+495.0÷603.0=
题目2671: (417.0-164.0)÷190.0=
题目2672: 387.0÷236.0=
题目2673: 162.0-149.0=
题目2674: 499.0+482.0×652.0+583.0=
题目2675: 819.0+434.0÷635.0×491.0=
题目2676: 395.0×987.0=
题目2677: (541.0-459.0)×483.0=
题目2678: 210.0÷462.0×746.0=
题目2679: 104.0×908.0=
题目2680: 569.0-562.0+672.0=
题目2681: 980.0×845.0=
题目2682: 944.0-626.0=
题目2683: 706.0+472.0+243.0+774.0=
题目2684: 964.0+264.0=
题目2685: 863.0+827.0÷384.0=
题目2686: 511.0+446.0÷793.0-147.0=
题目2687: 681.0×941.0=
题目2688: 626.0+525.0=
题目2689: 291.0×817.0=
题目2690: 516.0×394.0÷142.0=
题目2691: 965.0÷783.0÷736.0=
题目2692: 237.0÷900.0=
题目2693: 947.0×369.0+351.0=
题目2694: 811.0×408.0+858.0=
题目2695: 451.0×206.0×90.0=
题目2696: 286.0×837.0+612.0=
题目2697: 581.0-203.0=
题目2698: 871.0-858.0=
题目2699: 541.0+323.0=
题目2700: 343.0+796.0=
题目2701: 615.0×728.0+92.0=
题目2702: 347.0+733.0=
题目2703: (663.0-93.0)÷924.0=
题目2704: 784.0-585.0=
题目2705: 230.0×824.0×973.0=
题目2706: 48.0÷651.0=
题目2707: 899.0÷908.0=
题目2708: 946.0÷227.0+820.0=
题目2709: 2.0+865.0=
题目2710: 173.0÷366.0=
题目2711: 198.0+894.0-595.0=
题目2712: 423.0-445.0+375.0=
题目2713: 483.0-279.0=
题目2714: 516.0+956.0+788.0=
题目2715: 763.0+878.0=
题目2716: 124.0÷781.0=
题目2717: 206.0×103.0+359.0=
题目2718: 514.0+388.0+693.0=
题目2719: 251.0+811.0+453.0+929.0=
题目2720: 268.0÷450.0×3.0=
题目2721: 686.0+231.0×266.0+96.0=
题目2722: 88.0-82.0=
题目2723: 731.0×460.0=
题目2724: 41.0÷786.0=
题目2725: 676.0-148.0+62.0=
题目2726: 968.0×685.0+158.0=
题目2727: 99.0×613.0=
题目2728: 44.0×417.0=
题目2729: (864.0-632.0)×943.0=
题目2730: 558.0-251.0=
题目2731: 497.0-377.0=
题目2732: 770.0×188.0÷982.0=
题目2733: 748.0×461.0=
题目2734: 207.0×31.0×175.0=
题目2735: 923.0÷916.0×483.0=
题目2736: 760.0×292.0×263.0=
题目2737: 455.0×98.0=
题目2738: 462.0÷393.0+441.0=
题目2739: 451.0×981.0=
题目2740: 684.0-472.0=
题目2741: 283.0+396.0=
题目2742: 109.0-29.0=
题目2743: 919.0×977.0÷245.0=
题目2744: (318.0-158.0)×793.0=
题目2745: 309.0×91.0=
题目2746: 516.0÷497.0×785.0=
题目2747: 55.0×70.0=
题目2748: 257.0×9.0+113.0=
题目2749: 84.0+898.0=
题目2750: 826.0×957.0+547.0=
题目2751: 416.0-917.0+696.0=
题目2752: 487.0÷89.0×616.0=
题目2753: 293.0÷223.0+590.0=
题目2754: 153.0×19.0=
题目2755: 877.0÷296.0=
题目2756: 698.0-164.0=
题目2757: 667.0+105.0÷570.0=
题目2758: 409.0×380.0+357.0=
题目2759: 393.0+513.0÷261.0=
题目2760: 835.0-404.0=
题目2761: 769.0÷269.0=
题目2762: 492.0÷450.0+537.0=
题目2763: 200.0+165.0-222.0+907.0=
题目2764: 981.0÷541.0=
题目2765: 346.0+26.0=
题目2766: 508.0×423.0=
题目2767: 197.0-82.0=
题目2768: 462.0+323.0=
题目2769: 401.0÷984.0×362.0=
题目2770: 803.0+811.0÷194.0+144.0=
题目2771: 29.0+598.0=
题目2772: 180.0×989.0=
题目2773: 887.0÷281.0÷607.0=
题目2774: 43.0+526.0=
题目2775: 151.0+622.0×953.0=
题目2776: 388.0×917.0=
题目2777: 80.0÷566.0=
题目2778: 283.0+657.0=
题目2779: 570.0-464.0=
题目2780: (455.0-82.0)×141.0=
题目2781: 341.0+552.0×860.0=
题目2782: 781.0×921.0=
题目2783: 544.0÷203.0=
题目2784: 449.0×195.0=
题目2785: 986.0×703.0=
题目2786: 612.0-257.0=
题目2787: 547.0÷1.0÷855.0=
题目2788: 24.0÷818.0÷108.0=
题目2789: 677.0×436.0×855.0=
题目2790: 673.0÷433.0=
题目2791: 52.0+864.0-117.0=
题目2792: 261.0÷237.0+789.0=
题目2793: 541.0×158.0+384.0=
题目2794: 802.0+454.0=
题目2795: 668.0-15.0=
题目2796: (439.0-162.0)÷400.0=
题目2797: 598.0×749.0+139.0=
题目2798: 757.0-63.0-265.0=
题目2799: 980.0-275.0=
题目2800: 651.0-642.0+791.0=
题目2801: 214.0÷180.0÷627.0=
题目2802: 581.0-238.0=
题目2803: 218.0-57.0=
题目2804: 472.0×690.0+193.0=
题目2805: 758.0÷800.0=
题目2806: 140.0÷634.0=
题目2807: 703.0+364.0=
题目2808: 761.0÷527.0=
题目2809: 104.0×177.0+578.0=
题目2810: 369.0+668.0×835.0=
题目2811: 799.0×275.0=
题目2812: 233.0+659.0=
题目2813: 687.0-214.0=
题目2814: 573.0-374.0=
题目2815: 677.0÷713.0=
题目2816: (706.0-591.0)÷405.0=
题目2817: 30.0÷199.0+970.0=
题目2818: 817.0+435.0+10.0+4.0=
题目2819: 732.0-94.0=
题目2820: 681.0-511.0=
题目2821: 847.0-678.0=
题目2822: 389.0+538.0=
题目2823: 868.0÷917.0=
题目2824: 258.0÷67.0=
题目2825: 585.0+194.0=
题目2826: 449.0÷27.0+794.0=
题目2827: 894.0÷140.0=
题目2828: 204.0-54.0=
题目2829: 24.0+597.0=
题目2830: 248.0×442.0+941.0=
题目2831: 585.0÷735.0=
题目2832: 928.0×537.0×575.0=
题目2833: 197.0+413.0+185.0=
题目2834: 921.0+343.0+219.0=
题目2835: 509.0-257.0=
题目2836: 969.0÷860.0÷6.0=
题目2837: 74.0-36.0=
题目2838: 802.0÷739.0=
题目2839: (796.0-442.0)×505.0=
题目2840: 952.0-315.0+376.0=
题目2841: 77.0+955.0-249.0=
题目2842: 761.0÷706.0+181.0=
题目2843: 923.0×559.0+179.0=
题目2844: 201.0+697.0×466.0=
题目2845: 124.0+850.0-22.0=
题目2846: 872.0×139.0=
题目2847: 640.0÷124.0×17.0=
题目2848: 894.0÷300.0=
题目2849: 23.0÷313.0÷796.0=
题目2850: 271.0+829.0×186.0=
题目2851: 571.0÷311.0=
题目2852: 96.0+823.0=
题目2853: 505.0-516.0+995.0=
题目2854: 865.0÷741.0=
题目2855: 960.0×274.0=
题目2856: 831.0+67.0=
题目2857: 912.0-738.0=
题目2858: 682.0÷690.0÷817.0=
题目2859: 106.0+240.0÷358.0=
题目2860: 957.0×675.0=
题目2861: 764.0÷292.0+904.0=
题目2862: 810.0+489.0×926.0=
题目2863: 108.0+836.0+439.0=
题目2864: 708.0×139.0=
题目2865: 728.0-640.0=
题目2866: 478.0×369.0=
题目2867: 18.0÷837.0÷171.0=
题目2868: 140.0+704.0=
题目2869: 914.0+820.0=
题目2870: 290.0+727.0-603.0=
题目2871: 671.0×945.0+28.0=
题目2872: 656.0×475.0=
题目2873: 356.0+967.0÷914.0=
题目2874: 50.0÷176.0÷241.0=
题目2875: 464.0-330.0=
题目2876: 381.0÷352.0+543.0=
题目2877: 757.0÷897.0=
题目2878: 724.0×623.0×724.0=
题目2879: 627.0+350.0=
题目2880: 828.0+186.0=
题目2881: 886.0+197.0÷390.0=
题目2882: (307.0-140.0)÷297.0=
题目2883: 543.0+692.0=
题目2884: 107.0÷857.0=
题目2885: 505.0+634.0+365.0=
题目2886: (872.0-511.0)÷920.0=
题目2887: 732.0÷551.0=
题目2888: 745.0-399.0=
题目2889: 206.0×218.0÷803.0=
题目2890: 479.0+99.0=
题目2891: 548.0+969.0-72.0=
题目2892: 277.0÷171.0=
题目2893: 276.0+4.0÷90.0+430.0=
题目2894: 923.0÷427.0×238.0=
题目2895: 243.0+726.0-277.0=
题目2896: 300.0÷36.0=
题目2897: 946.0×127.0+807.0=
题目2898: (789.0-25.0)×322.0=
题目2899: 794.0+76.0÷877.0=
题目2900: 751.0×680.0=
题目2901: 216.0×484.0+816.0=
题目2902: 279.0÷377.0÷111.0=
题目2903: 805.0×953.0÷12.0=
题目2904: 301.0+829.0+172.0=
题目2905: 342.0-20.0=
题目2906: 57.0÷439.0+615.0=
题目2907: 177.0÷727.0=
题目2908: (591.0-112.0)÷163.0=
题目2909: 827.0+480.0=
题目2910: 753.0×461.0×411.0=
题目2911: 102.0×841.0=
题目2912: 167.0÷180.0×669.0=
题目2913: 217.0÷673.0÷937.0=
题目2914: 730.0×669.0+729.0=
题目2915: 663.0÷808.0=
题目2916: 499.0+723.0=
题目2917: 975.0÷734.0+681.0=
题目2918: 348.0+797.0-700.0=
题目2919: 302.0×701.0+906.0=
题目2920: 927.0+426.0=
题目2921: 756.0+295.0=
题目2922: 124.0×813.0=
题目2923: 380.0+851.0=
题目2924: 119.0×506.0=
题目2925: 387.0÷617.0=
题目2926: 408.0+914.0-61.0=
题目2927: 270.0+832.0=
题目2928: 928.0+606.0+332.0=
题目2929: 288.0÷204.0=
题目2930: 818.0-534.0=
题目2931: 552.0×903.0=
题目2932: (337.0-327.0)÷425.0=
题目2933: 862.0÷377.0=
题目2934: 489.0×38.0÷807.0=
题目2935: 688.0+954.0=
题目2936: 481.0+529.0=
题目2937: 67.0+640.0=
题目2938: 448.0-282.0=
题目2939: 309.0+198.0=
题目2940: 651.0÷764.0=
题目2941: 513.0+388.0×439.0=
题目2942: 280.0÷507.0÷442.0=
题目2943: (567.0-88.0)÷594.0=
题目2944: 973.0×238.0+885.0=
题目2945: 330.0÷905.0×240.0=
题目2946: 788.0+152.0+843.0=
题目2947: 572.0+553.0=
题目2948: 521.0-506.0=
题目2949: 217.0÷579.0=
题目2950: 479.0×595.0=
题目2951: 769.0+639.0×324.0=
题目2952: 271.0-214.0=
题目2953: 777.0-704.0=
题目2954: 133.0-476.0+734.0=
题目2955: 845.0+291.0×576.0=
题目2956: 451.0+343.0÷865.0=
题目2957: 163.0+79.0=
题目2958: 455.0×379.0×93.0=
题目2959: 57.0÷327.0=
题目2960: 371.0+590.0-637.0=
题目2961: 813.0×39.0×855.0=
题目2962: 222.0÷366.0+368.0=
题目2963: 539.0×881.0+958.0=
题目2964: 592.0+786.0-214.0=
题目2965: 534.0-418.0=
题目2966: 714.0×37.0÷184.0=
题目2967: 716.0-260.0=
题目2968: 555.0×430.0÷408.0=
题目2969: 865.0+294.0-255.0+790.0=
题目2970: 609.0+599.0=
题目2971: 632.0×750.0=
题目2972: 988.0-255.0=
题目2973: 207.0÷757.0=
题目2974: 914.0+35.0-275.0=
题目2975: 534.0-170.0=
题目2976: 911.0-789.0=
题目2977: 11.0×961.0=
题目2978: 690.0÷870.0=
题目2979: 691.0÷706.0=
题目2980: 154.0+114.0×948.0=
题目2981: 340.0+482.0-853.0+901.0=
题目2982: 13.0×650.0÷7.0=
题目2983: 861.0+456.0÷754.0=
题目2984: 779.0+422.0+952.0+900.0=
题目2985: 69.0÷619.0×791.0=
题目2986: 482.0×963.0÷581.0=
题目2987: 468.0+743.0=
题目2988: 589.0÷472.0=
题目2989: 551.0×127.0=
题目2990: 976.0-230.0=
题目2991: 798.0-715.0-30.0=
题目2992: 570.0×694.0÷796.0=
题目2993: 301.0-10.0-6.0=
题目2994: (922.0-748.0)×318.0=
题目2995: (504.0-394.0)×402.0=
题目2996: 600.0+476.0+991.0=
题目2997: 241.0÷440.0=
题目2998: 425.0÷537.0+12.0=
题目2999: 611.0×999.0÷857.0=
题目3000: 803.0-687.0=
题目3001: 98.0+591.0×890.0=
题目3002: (882.0-61.0)÷822.0=
题目3003: 762.0×134.0÷767.0=
题目3004: 876.0+892.0×426.0=
题目3005: 251.0+471.0×682.0+867.0=
题目3006: 440.0÷886.0=
题目3007: 46.0÷338.0×828.0=
题目3008: 452.0+111.0=
题目3009: 411.0-77.0+540.0=
题目3010: 863.0×610.0÷6.0=
题目3011: 684.0+776.0+442.0+268.0=
题目3012: 713.0-63.0=
题目3013: (895.0-284.0)÷972.0=
题目3014: 557.0×172.0×294.0=
题目3015: 180.0-174.0=
题目3016: 666.0÷842.0+197.0=
题目3017: 78.0×10.0=
题目3018: 259.0+326.0÷282.0=
题目3019: 378.0÷189.0+253.0=
题目3020: 493.0+555.0÷332.0=
题目3021: 959.0-938.0+477.0=
题目3022: 426.0+250.0=
题目3023: 781.0÷445.0=
题目3024: 731.0×912.0+908.0=
题目3025: (955.0-138.0)÷414.0=
题目3026: 394.0+770.0=
题目3027: 534.0×504.0=
题目3028: 761.0×636.0=
题目3029: (927.0-484.0)×562.0=
题目3030: 257.0×153.0=
题目3031: 646.0×481.0×136.0=
题目3032: 55.0×27.0×809.0=
题目3033: 343.0×799.0+785.0=
题目3034: 651.0-415.0=
题目3035: 171.0+870.0×715.0=
题目3036: 203.0×50.0=
题目3037: 943.0×897.0×815.0=
题目3038: 304.0-950.0+893.0=
题目3039: 948.0-529.0=
题目3040: 907.0×438.0=
题目3041: 548.0÷722.0=
题目3042: 727.0-221.0=
题目3043: 874.0-717.0+98.0=
题目3044: 882.0×376.0=
题目3045: (94.0-45.0)×334.0=
题目3046: 343.0×475.0+896.0=
题目3047: 863.0+520.0-603.0+780.0=
题目3048: 806.0×109.0=
题目3049: 929.0÷50.0=
题目3050: 697.0-69.0+947.0=
题目3051: 88.0×22.0+834.0=
题目3052: 370.0+5.0=
题目3053: 312.0+836.0+667.0=
题目3054: 667.0÷29.0=
题目3055: 799.0÷206.0÷574.0=
题目3056: 505.0÷954.0=
题目3057: 146.0÷111.0÷905.0=
题目3058: 858.0+434.0=
题目3059: 446.0×610.0+461.0=
题目3060: 599.0×114.0=
题目3061: (583.0-448.0)×55.0=
题目3062: 972.0×565.0+951.0=
题目3063: 149.0+720.0÷658.0=
题目3064: 899.0-778.0-98.0=
题目3065: 599.0+279.0=
题目3066: 445.0×893.0=
题目3067: (432.0-184.0)÷962.0=
题目3068: 336.0+371.0=
题目3069: (886.0-65.0)÷556.0=
题目3070: (409.0-16.0)÷577.0=
题目3071: 3.0+637.0=
题目3072: 734.0×808.0×582.0=
题目3073: 898.0+839.0=
题目3074: 55.0+922.0-675.0=
题目3075: 795.0÷723.0×670.0=
题目3076: 705.0+918.0+155.0=
题目3077: 132.0×280.0=
题目3078: 612.0÷689.0÷570.0=
题目3079: 88.0÷721.0=
题目3080: 139.0÷797.0=
题目3081: 346.0×898.0+801.0=
题目3082: 784.0÷27.0=
题目3083: 886.0×949.0=
题目3084: 467.0+742.0÷521.0=
题目3085: 377.0+629.0=
题目3086: 489.0+101.0-430.0=
题目3087: 166.0+70.0×217.0=
题目3088: 62.0×262.0=
题目3089: 364.0+311.0=
题目3090: 62.0×505.0÷367.0=
题目3091: 641.0+759.0=
题目3092: 801.0÷299.0÷82.0=
题目3093: 57.0÷189.0÷421.0=
题目3094: 938.0-883.0=
题目3095: 345.0÷10.0+682.0=
题目3096: 977.0×745.0=
题目3097: 780.0×991.0÷733.0=
题目3098: 659.0+528.0+758.0+236.0=
题目3099: 817.0÷355.0÷282.0=
题目3100: 609.0-434.0=
题目3101: 345.0×960.0+543.0=
题目3102: 414.0+912.0=
题目3103: 468.0-494.0+988.0=
题目3104: 321.0×334.0+982.0=
题目3105: (962.0-295.0)×459.0=
题目3106: (474.0-465.0)×470.0=
题目3107: 686.0÷493.0÷614.0=
题目3108: 745.0+582.0+77.0=
题目3109: 276.0÷985.0=
题目3110: 902.0÷397.0÷825.0=
题目3111: 102.0÷702.0=
题目3112: 879.0×736.0=
题目3113: 821.0+499.0-701.0=
题目3114: 75.0÷232.0÷713.0=
题目3115: 225.0÷266.0+50.0=
题目3116: 84.0+841.0×412.0=
题目3117: 473.0-132.0=
题目3118: 784.0×635.0=
题目3119: 719.0÷38.0=
题目3120: 183.0÷173.0=
题目3121: (395.0-236.0)÷942.0=
题目3122: 233.0×811.0=
题目3123: 244.0÷38.0÷453.0=
题目3124: 58.0+194.0=
题目3125: 584.0÷845.0=
题目3126: 922.0-829.0=
题目3127: 761.0×972.0=
题目3128: 230.0+609.0=
题目3129: 840.0÷451.0÷14.0=
题目3130: 882.0×255.0+894.0=
题目3131: 80.0×511.0+552.0=
题目3132: 633.0÷224.0+216.0=
题目3133: 975.0÷316.0÷255.0=
题目3134: 972.0+689.0=
题目3135: 336.0÷675.0÷702.0=
题目3136: 253.0×603.0=
题目3137: 78.0+326.0=
题目3138: (537.0-284.0)×967.0=
题目3139: 263.0+560.0÷146.0=
题目3140: 231.0×168.0×870.0=
题目3141: 819.0+428.0÷196.0-441.0=
题目3142: 165.0×313.0=
题目3143: 852.0÷813.0×108.0=
题目3144: 864.0+642.0÷506.0=
题目3145: 265.0+384.0=
题目3146: 656.0+105.0×223.0=
题目3147: 830.0+537.0+471.0+940.0=
题目3148: 50.0+117.0=
题目3149: 782.0+528.0+26.0=
题目3150: 295.0×138.0=
题目3151: 686.0×981.0+590.0=
题目3152: 827.0÷933.0×880.0=
题目3153: 561.0+368.0×278.0=
题目3154: 836.0-675.0=
题目3155: 464.0+857.0=
题目3156: 852.0×428.0+750.0=
题目3157: 879.0+426.0=
题目3158: 842.0-712.0=
题目3159: 319.0+881.0=
题目3160: 464.0×993.0=
题目3161: 229.0+160.0=
题目3162: 258.0×795.0=
题目3163: 458.0×363.0×771.0=
题目3164: 408.0+943.0÷43.0=
题目3165: 781.0+404.0=
题目3166: 304.0×176.0+988.0=
题目3167: 757.0+819.0=
题目3168: 865.0×638.0=
题目3169: 767.0÷366.0=
题目3170: 31.0+839.0×225.0=
题目3171: 631.0×35.0×49.0=
题目3172: 869.0+370.0=
题目3173: 59.0×76.0=
题目3174: 440.0+560.0×955.0=
题目3175: 401.0×114.0=
题目3176: 926.0÷906.0=
题目3177: 507.0÷532.0÷247.0=
题目3178: 829.0-798.0=
题目3179: 44.0×639.0+420.0=
题目3180: 203.0×330.0=
题目3181: 46.0+599.0÷893.0=
题目3182: 838.0-775.0=
题目3183: 709.0+513.0-230.0=
题目3184: 712.0+638.0=
题目3185: 122.0+757.0+190.0=
题目3186: 240.0×448.0+408.0=
题目3187: 31.0÷141.0×405.0=
题目3188: 647.0-162.0=
题目3189: 892.0-551.0=
题目3190: 729.0×549.0÷532.0=
题目3191: 519.0×834.0=
题目3192: 644.0×488.0=
题目3193: 717.0-546.0=
题目3194: 300.0×217.0=
题目3195: 199.0-106.0=
题目3196: 461.0÷4.0=
题目3197: 572.0+125.0+848.0=
题目3198: 250.0÷598.0+901.0=
题目3199: 873.0÷429.0+226.0=
题目3200: 264.0÷683.0=
题目3201: 296.0×276.0÷279.0=
题目3202: 732.0+732.0=
题目3203: 616.0-384.0=
题目3204: 160.0+261.0=
题目3205: 256.0+533.0÷540.0=
题目3206: 171.0÷894.0=
题目3207: (893.0-6.0)×562.0=
题目3208: 955.0+364.0=
题目3209: 570.0×504.0+902.0=
题目3210: 149.0÷726.0=
题目3211: 671.0+419.0=
题目3212: 848.0÷99.0=
题目3213: 369.0+722.0÷982.0=
题目3214: 733.0÷99.0=
题目3215: 840.0-461.0=
题目3216: 707.0+541.0=
题目3217: 694.0×557.0÷310.0=
题目3218: 704.0+360.0-100.0=
题目3219: 944.0+620.0-798.0+598.0=
题目3220: 179.0+659.0÷991.0=
题目3221: 234.0-4.0+664.0=
题目3222: 93.0+272.0÷235.0=
题目3223: (947.0-215.0)÷556.0=
题目3224: 881.0+571.0×620.0=
题目3225: 480.0+600.0+864.0+294.0=
题目3226: 411.0+230.0-442.0=
题目3227: 135.0×379.0=
题目3228: 163.0+269.0-360.0=
题目3229: 26.0÷305.0=
题目3230: 490.0×178.0÷16.0=
题目3231: 576.0+402.0×889.0=
题目3232: 146.0+709.0=
题目3233: (478.0-233.0)÷524.0=
题目3234: 358.0÷314.0=
题目3235: 834.0-608.0=
题目3236: 670.0+545.0=
题目3237: 867.0-780.0=
题目3238: 933.0×662.0=
题目3239: 385.0+820.0÷955.0+574.0=
题目3240: 313.0×857.0=
题目3241: 809.0+578.0=
题目3242: 185.0+320.0=
题目3243: 735.0÷344.0=
题目3244: 152.0÷14.0=
题目3245: 416.0÷670.0=
题目3246: 228.0+497.0=
题目3247: 791.0+153.0+807.0+748.0=
题目3248: 13.0+923.0÷55.0=
题目3249: 309.0+125.0=
题目3250: 3.0×891.0=
题目3251: 275.0+866.0-154.0=
题目3252: 676.0-164.0=
题目3253: 96.0×284.0=
题目3254: 442.0+892.0=
题目3255: 119.0+29.0+846.0+971.0=
题目3256: 772.0+6.0=
题目3257: 941.0-545.0=
题目3258: 217.0×478.0÷826.0=
题目3259: 44.0-315.0+652.0=
题目3260: 673.0-640.0=
题目3261: (972.0-519.0)×747.0=
题目3262: 487.0+919.0=
题目3263: 500.0-326.0=
题目3264: 259.0×342.0×804.0=
题目3265: 489.0÷257.0=
题目3266: 61.0÷583.0+877.0=
题目3267: 875.0×942.0+719.0=
题目3268: 484.0+795.0×815.0+702.0=
题目3269: 973.0-726.0=
题目3270: (200.0-68.0)×319.0=
题目3271: 709.0+914.0×618.0+953.0=
题目3272: 118.0×951.0+374.0=
题目3273: 797.0÷185.0+305.0=
题目3274: 175.0×672.0=
题目3275: 123.0+798.0-317.0=
题目3276: 377.0+269.0=
题目3277: 513.0+295.0=
题目3278: 661.0÷330.0=
题目3279: (782.0-328.0)×628.0=
题目3280: 376.0×757.0+557.0=
题目3281: 625.0×153.0+470.0=
题目3282: 877.0÷996.0×6.0=
题目3283: 161.0+202.0÷755.0=
题目3284: 339.0×250.0=
题目3285: 75.0×192.0+15.0=
题目3286: 295.0÷685.0=
题目3287: (109.0-1.0)×392.0=
题目3288: (597.0-558.0)÷648.0=
题目3289: 216.0-194.0+783.0=
题目3290: (232.0-141.0)÷984.0=
题目3291: 398.0÷785.0+451.0=
题目3292: 221.0×567.0÷696.0=
题目3293: 404.0÷687.0+391.0=
题目3294: 491.0+526.0+740.0=
题目3295: 642.0-225.0=
题目3296: 897.0-453.0=
题目3297: 503.0×681.0=
题目3298: 805.0-308.0=
题目3299: 348.0÷725.0×981.0=
题目3300: 915.0+677.0+88.0=
题目3301: 452.0×284.0=
题目3302: 563.0-278.0=
题目3303: 651.0+63.0÷976.0=
题目3304: 513.0×83.0×562.0=
题目3305: 431.0-322.0=
题目3306: 329.0÷574.0×355.0=
题目3307: 133.0+119.0=
题目3308: 423.0÷791.0=
题目3309: 572.0×69.0=
题目3310: 980.0÷135.0+17.0=
题目3311: 525.0×483.0=
题目3312: (431.0-301.0)×692.0=
题目3313: 591.0+856.0÷139.0=
题目3314: 851.0-12.0=
题目3315: 942.0÷310.0=
题目3316: 718.0-470.0=
题目3317: 614.0÷916.0+439.0=
题目3318: 592.0÷265.0×58.0=
题目3319: 422.0+682.0-967.0=
题目3320: 360.0÷999.0=
题目3321: 310.0÷222.0×1.0=
题目3322: 821.0-203.0=
题目3323: 176.0-164.0=
题目3324: 767.0-659.0+186.0=
题目3325: 54.0-476.0+803.0=
题目3326: (621.0-505.0)÷396.0=
题目3327: 287.0÷191.0÷457.0=
题目3328: 513.0-365.0=
题目3329: 859.0+548.0=
题目3330: 491.0+101.0=
题目3331: 310.0÷884.0÷766.0=
题目3332: 805.0-625.0=
题目3333: 153.0×91.0+385.0=
题目3334: 140.0÷909.0÷799.0=
题目3335: 762.0+500.0=
题目3336: 23.0×206.0=
题目3337: 789.0-288.0=
题目3338: 391.0×157.0+972.0=
题目3339: 961.0+203.0=
题目3340: 720.0×547.0=
